lecture_id,sentence,label,,,,,,,
2,"This paradigm mimics a teacher-student relationship, where correct outputs (labels) guide the model during training until the system can generalize its knowledge to unseen data.",1,,,,,,,
2,The process involves mapping inputs to outputs by minimizing the discrepancy—measured by specific loss functions—between predictions and actual values.,1,,,,,,,
2,"A supervised learning workflow typically contains the following phases: data collection, labeling, data splitting (train, validate, test), model training, hyperparameter tuning, and evaluation using appropriate metrics.",1,,,,,,,
2,Supervised learning powers tasks where the goal is to either predict discrete outcomes (classification) or continuous values (regression).,1,,,,,,,
2,Classification tasks involve categorizing inputs into discrete classes based on their features.,1,,,,,,,
2,"Regression, by contrast, predicts continuous numeric values—for instance, forecasting housing prices or predicting patient survival time.",1,,,,,,,
2,"Some algorithms, notably decision trees and k-nearest neighbors, are versatile enough to handle both types of tasks through slight modifications in their approach.",1,,,,,,,
2,"Understanding these types is fundamental, as it governs the choice of features, model architectures, and evaluation protocols.",1,,,,,,,
2,"For instance, classification metrics (accuracy, precision, recall, F1-score, ROC-AUC) differ from those used in regression (mean squared error, R²).",1,,,,,,,
2,Decision trees are among the most interpretable and widely adopted supervised models.,1,,,,,,,
2,"Their structure, reminiscent of a flowchart, partitions data recursively according to feature values; each internal node performs a test, and leaf nodes signify class labels or predicted values.",1,,,,,,,
2,"Constructing a tree involves selecting features that best split the data, commonly using measures such as information gain (ID3), gain ratio (C4.5), or Gini impurity (CART).",1,,,,,,,
2,"Decision trees have transparency (easy to visualize and explain), ability to handle both categorical and continuous variables, and minimal data preprocessing, but are susceptible to overfitting.",1,,,,,,,
2,"Techniques such as pruning, limiting tree depth, or ensemble approaches like random forests can mitigate these risks.",1,,,,,,,
2,"Modern decision tree implementations serve as the basis for many ensemble models (e.g., random forests, boosting), and remain crucial in sensitive domains, such as healthcare or finance, where explainability is essential.",1,,,,,,,
2,"The k NN algorithm embraces a non-parametric, instance-based approach: to predict the output for a new record, it examines the ‘k’ closest labeled examples in feature space.",1,,,,,,,
2,"k NN requires no explicit training phase, making it “lazy,” but places computational demands on prediction, especially in large datasets.",1,,,,,,,
2,"Its power lies in simplicity, adaptability to different tasks (classification, regression, anomaly detection), and resilience to noisy data when parameters are sensibly chosen.",1,,,,,,,
2,Strengths of k NN include ease of implementation and versatility; limitations include slow prediction on large datasets and sensitivity to irrelevant features.,1,,,,,,,
2,Logistic regression is a linear classification method that estimates the probability that an instance belongs to a class using the logistic (sigmoid) function.,1,,,,,,,
2,"Variants include binomial logistic regression for binary classification, and multinomial/ordinal logistic regression for more complex outputs.",1,,,,,,,
2,Logistic regression assumes a linear relationship between input features and the log-odds of the outcome and requires independence among observations.,1,,,,,,,
2,It finds broad application in domains ranging from financial risk modeling to medical diagnostics.,1,,,,,,,
2,"No single algorithm is universally superior; the optimal choice depends on problem context, data structure, and performance requirements.",1,,,,,,,
2,Decision trees offer visibility into model logic at the expense of overfitting risk; k NN provides adaptability but struggles with large-scale data; logistic regression delivers interpretability but may underperform with complex nonlinear patterns.,1,,,,,,,
2,"Practical applications include fraud detection, image classification, handwriting recognition, and credit risk assessment.",1,,,,,,,
3,"A time series is a sequence of data points collected, recorded, or measured at successive, evenly-spaced time intervals.",1,,,,,,,
3,"Each data point represents observations or measurements taken over time, such as stock prices, temperature readings, or sales figures.",1,,,,,,,
3,"Time series data is commonly represented graphically with time on the horizontal axis and the variable of interest on the vertical axis, allowing analysts to identify trends, patterns, and changes over time.",1,,,,,,,
3,"Time series analysis enables the prediction of future trends, allowing businesses to anticipate market demand, stock prices, and other key variables.",1,,,,,,,
3,"By examining sequential data points, time series analysis helps detect recurring patterns and anomalies, providing insights into underlying behaviors and potential outliers.",1,,,,,,,
3,"By spotting potential risks, businesses can develop strategies to mitigate them, enhancing overall risk management.",1,,,,,,,
3,"Time series insights inform long-term strategic planning, guiding decision-making across finance, healthcare, and other sectors.",1,,,,,,,
3,"Time series analysis enables businesses to optimize resource allocation effectively, giving them a competitive edge.",1,,,,,,,
3,"Key properties of time series include trend, seasonality, cyclic behavior, stationarity, and autocorrelation.",1,,,,,,,
3,"Trend represents the long-term movement or directionality of the data over time, capturing increases, decreases, or stability.",1,,,,,,,
3,Seasonality refers to periodic fluctuations or patterns that occur at regular intervals within the time series.,1,,,,,,,
3,"Cyclical variations are longer-term fluctuations without a fixed period, often associated with economic or business cycles.",1,,,,,,,
3,"Irregularity or noise refers to unpredictable fluctuations not attributable to trend, seasonality, or cycles.",1,,,,,,,
3,"Examples of time series data include weather measurements, stock prices, quarterly sales, heart rate monitoring, and EEG data.",1,,,,,,,
3,"ARIMA (Autoregressive Integrated Moving Average) models are used for forecasting time series data and combine autoregression (AR), differencing (I), and moving averages (MA).",1,,,,,,,
3,The autoregressive part (AR) represents the dependence of the current observation on previous values.,1,,,,,,,
3,Differencing (I) transforms a non-stationary time series into a stationary one by subtracting consecutive observations.,1,,,,,,,
3,The moving average part (MA) indicates the dependence of the current observation on previous forecast errors.,1,,,,,,,
3,"ARIMA parameters p, d, q denote the number of AR terms, differencing order, and MA terms, respectively.",1,,,,,,,
3,"ARIMA models require stationarity, and parameters are estimated using ACF and PACF plots.",1,,,,,,,
3,"After fitting, ARIMA models can forecast future values by iterating over time.",1,,,,,,,
3,"Exponential smoothing predicts future trends by giving more weight to recent observations, assuming the future will resemble the recent past.",1,,,,,,,
3,"Simple exponential smoothing is used for time series without trend or seasonality, using a smoothing factor alpha (α).",1,,,,,,,
3,"Double exponential smoothing (Holt’s Trend Model) forecasts trends without seasonality, using alpha (α) and beta (β) to smooth level and trend.",1,,,,,,,
3,"Holt-Winters’ exponential smoothing predicts time series with both trend and seasonal components, introducing a seasonal parameter gamma (γ).",1,,,,,,,
3,"Exponential smoothing models are referred to as ETS (Error, Trend, Seasonality) models and are adjustable via smoothing parameters.",1,,,,,,,
3,Long Short-Term Memory (LSTM) networks are an enhanced version of RNNs designed to capture long-term dependencies in sequential data.,1,,,,,,,
3,"LSTM architectures include memory cells controlled by input, forget, and output gates, allowing selective retention or discarding of information.",1,,,,,,,
3,"LSTM applications include language modeling, speech recognition, time series forecasting, anomaly detection, recommender systems, and video analysis.",1,,,,,,,
3,"In computer engineering, time series forecasting is applied for network traffic prediction, sensor data analytics, CPU/GPU load forecasting, energy management, and control systems.",1,,,,,,,
4,A WAN operates beyond the geographic scope of a LAN.,1,,,,,,,
4,WANs are used to interconnect the enterprise LAN to remote LANs in branch sites and telecommuter sites.,1,,,,,,,
4,A WAN is owned by a service provider whereas a LAN is typically owned by an organization.,1,,,,,,,
4,An organization must pay a fee to use the WAN service provider’s network services to connect remote sites.,0,,,,,,,
4,"Service providers provide links to interconnect remote sites for the purpose of transporting data, voice, and video.",1,,,,,,,
4,"Without WANs, LANs would be a series of isolated networks.",1,,,,,,,
4,"As organizations expand, businesses require the ability to communicate between geographically separated sites.",1,,,,,,,
4,Regional or branch offices of an organization need to be able to communicate and share data with the central site.,1,,,,,,,
4,Organizations need to share information with other customer organizations.,0,,,,,,,
4,Employees who travel on company business frequently need to access the corporate network.,0,,,,,,,
4,Interconnecting multiple sites across WANs can involve a variety of service provider technologies and WAN topologies.,1,,,,,,,
4,Point-to-Point topology employs a point-to-point circuit between two endpoints.,1,,,,,,,
4,Hub-and-Spoke is applicable when a private network connection between multiple sites is required.,1,,,,,,,
4,A disadvantage of the hub-and-spoke topology is that all communication has to go through the hub.,1,,,,,,,
4,"With a full mesh topology using virtual circuits, any site can communicate directly with any other site.",1,,,,,,,
4,Dual-homed topology provides redundancy and load balancing.,1,,,,,,,
4,This chapter will focus on a fictitious company called SPAN Engineering.,1,,,,,,,
4,SPAN Engineering initially operates as a small office using a single LAN to share information and connect to the Internet using DSL.,1,,,,,,,
4,"Five years later, SPAN Engineering has grown into a small to medium-sized business with several hundred employees and multiple subnetworks.",1,,,,,,,
4,"Another six years later, SPAN Engineering expanded with branch offices requiring a WAN for remote sites.",1,,,,,,,
4,"SPAN Engineering has now grown to thousands of employees distributed in offices worldwide, requiring secure Internet WAN connectivity.",1,,,,,,,
4,WAN operations focus primarily on the physical and data link layer of the OSI Model.,1,,,,,,,
4,"Data link layer requirements include physical addressing, flow control and encapsulation.",0,,,,,,,
4,"WAN access standards are defined and managed by TIA/EIA, ISO, and IEEE.",1,,,,,,,
4,"Layer 1 protocols describe how to provide electrical, mechanical, operational, and functional connections to the services of a communications service provider.",0,,,,,,,
4,Layer 2 protocols define how data is encapsulated and the mechanisms for transferring the resulting frames.,0,,,,,,,
4,One primary difference between a WAN and a LAN is that a company must subscribe to an outside WAN service provider to use WAN carrier network services.,1,,,,,,,
4,Customer Premises Equipment (CPE) consists of devices and inside wiring located on the enterprise edge connecting to a carrier.,0,,,,,,,
4,Data Communications Equipment (DCE) consists of devices that put data on the local loop.,0,,,,,,,
4,Data Terminal Equipment (DTE) are the customer devices that pass the data from a customer network for transmission over the WAN.,0,,,,,,,
4,Dialup modem converts digital signals to voice frequencies transmitted over the public telephone network.,0,,,,,,,
4,Broadband modem is used with high-speed DSL or cable Internet service.,0,,,,,,,
4,CSU/DSU are required for digital-leased lines to ensure connection integrity.,0,,,,,,,
4,Router provides internetworking and WAN access interface ports that connect to the service provider.,1,,,,,,,
4,Circuit-switched networks establish a dedicated circuit between nodes before communication.,1,,,,,,,
4,The two most common types of circuit-switched WAN technologies are PSTN and ISDN.,1,,,,,,,
4,Packet switching splits traffic data into packets that are routed over a shared network.,1,,,,,,,
4,"Connectionless systems carry full addressing information in each packet, e.g., the Internet.",0,,,,,,,
4,"Connection-oriented systems predetermine the route for a packet, e.g., Frame Relay.",0,,,,,,,
4,"Packet switching costs less than circuit switching, but latency and jitter are greater.",1,,,,,,,
4,WAN access connection options include private and public WAN infrastructures.,1,,,,,,,
4,"Private WAN infrastructure includes leased lines, circuit-switched links, and packet-switched links.",1,,,,,,,
4,"Public WAN infrastructure includes broadband Internet using DSL, cable, or satellite.",1,,,,,,,
4,Dense wavelength division multiplexing (DWDM) multiplies bandwidth on a single fiber and enables bidirectional communications.,1,,,,,,,
4,T1 links support 1.544 Mb/s.,1,,,,,,,
4,ISDN BRI provides two 64 kb/s bearer channels (B) and a 16 kb/s delta channel (D).,1,,,,,,,
4,Frame Relay is a Layer 2 NBMA WAN technology used to interconnect enterprise LANs.,1,,,,,,,
4,"ATM uses a cell-based architecture with fixed-length 53-byte cells, suitable for voice and video traffic.",1,,,,,,,
4,"Ethernet WAN using fiber-optic cables provides reduced expenses, easy integration, and enhanced productivity.",1,,,,,,,
4,MPLS directs data from one router to the next using labels instead of IP addresses.,1,,,,,,,
4,VSAT creates a private WAN using satellite communications for remote locations.,1,,,,,,,
4,DSL uses twisted-pair telephone lines to transport high-bandwidth data and requires a DSL modem.,1,,,,,,,
4,Cable Internet uses coaxial cable to provide high-bandwidth always-on connections.,1,,,,,,,
4,Wi MAX provides high-speed broadband coverage similar to a cell phone network rather than Wi-Fi hotspots.,1,,,,,,,
4,"Satellite Internet via VSAT provides two-way data communications, upload speed about one-tenth of download speed.",1,,,,,,,
4,3G/4G cellular connects devices to the Internet using nearby mobile phone towers.,1,,,,,,,
4,VPNs provide encrypted connections over public networks for teleworkers and remote offices.,1,,,,,,,
4,Site-to-site VPNs connect entire networks; remote-access VPNs connect individual users.,1,,,,,,,
5,A WAN is owned by a service provider and a LAN is typically owned by an organization.,1,,,,,,,
5,Point-to-point connections connect LANs to service provider WANs and connect LAN segments.,1,,,,,,,
5,A LAN-to-WAN point-to-point connection is also referred to as a serial connection or leased-line connection.,1,,,,,,,
5,Lines are leased from a carrier.,0,,,,,,,
5,"Companies pay for a continuous connection between two remote sites, and the line is continuously active and available.",0,,,,,,,
5,Serial Communication Method of data transmissions in which the bits are transmitted sequentially over a single channel.,1,,,,,,,
5,Parallel communications Bits can be transmitted simultaneously over multiple wires.,0,,,,,,,
5,Sends a byte (eight bits) in the time that a serial connection sends a single bit.,0,,,,,,,
5,"On most PCs, parallel ports and RS-232 serial ports have been replaced by the higher speed serial Universal Serial Bus (USB) interfaces.",0,,,,,,,
5,Point-to-point link Used when permanent dedicated connections are required.,1,,,,,,,
5,"Provides a single, pre-established WAN communications path.",1,,,,,,,
5,"Path goes from the customer premises, through the provider network, to a remote destination.",1,,,,,,,
5,"Can connect two geographically distant sites, such as a corporate office in New York and a regional office in London.",1,,,,,,,
5,Usually more expensive than shared services.,0,,,,,,,
5,Constant availability is essential for some applications such as VoIP or video over IP.,1,,,,,,,
5,Bandwidth refers to the rate at which data is transferred over the communication link.,1,,,,,,,
5,Carrier technology will dictate how much bandwidth is available.,0,,,,,,,
5,HDLC is a synchronous data link layer protocol developed by the International Organization for Standardization (ISO).,1,,,,,,,
5,HDLC defines a Layer 2 framing structure that allows flow and error control through acknowledgments.,1,,,,,,,
5,Default serial encapsulation method when connecting two Cisco routers.,1,,,,,,,
5,Cisco’s HDLC is a point-to-point protocol that can be used on leased lines between two Cisco devices.,1,,,,,,,
5,Protocol field makes it possible for a single serial link to accommodate multiple network-layer protocols.,1,,,,,,,
5,Use Cisco HDLC as a point-to-point protocol on leased lines between two Cisco devices.,1,,,,,,,
5,"If connecting non-Cisco devices, use synchronous PPP.",1,,,,,,,
5,The show interfaces serial x/x/x command displays information specific to serial interfaces.,0,,,,,,,
5,"When HDLC is configured, “encapsulation HDLC” should be reflected in the output.",0,,,,,,,
5,"“Serial 0/0/0 is up, line protocol is up”, indicates that the line is up and functioning.",0,,,,,,,
5,PPP encapsulation should be used when there is a need to connect to a non-Cisco router.,1,,,,,,,
5,PPP encapsulates data frames for transmission over Layer 2 physical links.,1,,,,,,,
5,"PPP establishes a direct connection using serial cables, phone lines, trunk lines, cellular telephones, specialized radio links, or fiber-optic links.",1,,,,,,,
5,"PPP contains three main components: HDLC-like framing, LCP, and NCPs.",1,,,,,,,
5,"PPP includes many features not available in HDLC: link quality management, PAP, CHAP authentication.",1,,,,,,,
5,"LCP functions within the data link layer and has a role in establishing, configuring, and testing the data-link connection.",1,,,,,,,
5,PPP permits multiple network layer protocols to operate on the same communications link using NCPs.,1,,,,,,,
5,"A PPP frame includes Flag, Address, Control, Protocol, Data, and FCS fields.",1,,,,,,,
5,PPP Session Phase 1: Link establishment and configuration negotiation.,1,,,,,,,
5,Phase 2: Link quality determination (optional).,0,,,,,,,
5,Phase 3: Network layer protocol configuration negotiation.,1,,,,,,,
5,"LCP operation includes provisions for 3 classes of LCP frames: link-establishment, link-maintenance, link-termination.",1,,,,,,,
5,"During link establishment, the initiating device sends a Configure-Request frame to the responder.",0,,,,,,,
5,The operation of the link is handed over to the NCP.,0,,,,,,,
5,"During link maintenance, LCP can use messages to provide feedback and test the link.",0,,,,,,,
5,"After the transfer of data at the network layer completes, the LCP terminates the link.",1,,,,,,,
5,"PPP Configuration Options: Authentication (PAP/CHAP), Compression (Stacker/Predictor), Multilink to increase WAN bandwidth.",1,,,,,,,
5,PAP is a very basic two-way process with no encryption.,1,,,,,,,
5,CHAP is more secure than PAP and involves a three-way exchange of a shared secret.,1,,,,,,,
5,PAP sends passwords in plaintext; CHAP conducts periodic challenges to verify the remote node.,1,,,,,,,
5,Use the ppp authentication interface configuration command to specify PAP/CHAP order.,1,,,,,,,
5,PPP multilink allows spreading traffic across multiple physical WAN links.,1,,,,,,,
6,Select broadband remote access technologies to support business requirements.,1,,,,,,,
6,Compare remote access broadband connection options for small to medium-sized businesses.,1,,,,,,,
6,Select an appropriate broadband connection for a given network requirement.,1,,,,,,,
6,Cable system uses a coaxial cable that carries radio frequency (RF) signals across the network.,1,,,,,,,
6,"Cable systems provide high-speed Internet access, digital cable television, and residential telephone service.",1,,,,,,,
6,Use hybrid fiber-coaxial (HFC) networks to enable high-speed transmission of data.,1,,,,,,,
6,Two types of equipment are required to send signals upstream and downstream on a cable system: Cable Modem Termination System (CMTS) and Cable Modem (CM).,1,,,,,,,
6,Digital Subscriber Line (DSL) is a means of providing high-speed connections over installed copper wires.,1,,,,,,,
6,Asymmetric DSL (ADSL) provides higher downstream bandwidth to the user than upload bandwidth.,1,,,,,,,
6,Symmetric DSL (SDSL) provides the same capacity in both directions.,1,,,,,,,
6,"For satisfactory ADSL service, the local loop length must be less than 3.39 miles (5.46 km).",1,,,,,,,
6,DSL connection is set up between the customer premises equipment (CPE) and the DSL access multiplexer (DSLAM) located at the Central Office (CO).,1,,,,,,,
6,Advantage of DSL over cable technology is that DSL is not a shared medium.,1,,,,,,,
6,"Three main broadband wireless technologies: Municipal Wi-Fi, Cellular/mobile, Satellite Internet.",1,,,,,,,
6,LTE Category 10 supports up to 450 Mb/s download and 100 Mb/s upload.,1,,,,,,,
6,PPP can be used on all serial links including those links created with dial-up analog and ISDN modems.,1,,,,,,,
6,Ethernet links do not natively support PPP. PPP over Ethernet (PPPoE) provides a solution to this problem.,1,,,,,,,
6,PPPoE creates a PPP tunnel over an Ethernet connection.,1,,,,,,,
6,MTU should be set to 1492 to accommodate PPPoE headers.,1,,,,,,,
6,"VPN is a private network created via tunneling over a public network, usually the Internet.",1,,,,,,,
6,"VPN gateway is necessary - could be a router, a firewall, or a Cisco Adaptive Security Appliance (ASA).",1,,,,,,,
6,"Benefits of VPN include cost savings, scalability, compatibility with broadband technology, and security.",1,,,,,,,
6,"Site-to-site VPNs connect entire networks, e.g., a branch office to company headquarters.",1,,,,,,,
6,Remote-access VPN supports telecommuters and mobile users and may require VPN client software.,1,,,,,,,
6,DMVPN is a Cisco software solution for building multiple VPNs.,1,,,,,,,
6,"GRE is a non-secure, site-to-site VPN tunneling protocol developed by Cisco.",1,,,,,,,
6,GRE supports transportation of multiprotocol and IP multicast traffic between sites.,1,,,,,,,
6,GRE is defined as an IETF standard (RFC 2784) and uses protocol number 47 in the IP header.,1,,,,,,,
6,"Five steps to configure a GRE tunnel: create tunnel interface, configure IP address, specify source and destination IPs, optionally specify GRE tunnel mode.",1,,,,,,,
6,IGPs are used to exchange routing information within a company network or an autonomous system (AS).,1,,,,,,,
6,BGP is an Exterior Gateway Protocol (EGP) used for exchange of routing information between ASs.,1,,,,,,,
6,Every AS is assigned a unique 16-bit or 32-bit AS number.,1,,,,,,,
6,External BGP (eBGP) is used between routers in different ASs; internal BGP (iBGP) is used within the same AS.,1,,,,,,,
6,BGP should not be used if there is a single connection to the Internet or limited understanding of BGP.,1,,,,,,,
6,"To implement eBGP: enable BGP routing, configure BGP neighbors, and advertise networks originating from this AS.",1,,,,,,,
6,Sample eBGP configuration: router bgp 65000; neighbor 209.165.201.1 remote-as 65001; network 198.133.219.0 mask 255.255.255.0.,1,,,,,,,
6,"Three commands to verify eBGP: show ip route, show ip bgp, show ip bgp summary.",1,,,,,,,
7,Front-End Development is the development or creation of a user interface using some markup languages and other tools.,1,,,,,,,
7,It is the development of the user side where only user interaction will be counted.,0,,,,,,,
7,"Front-End is a most visible, accessible and usable part of your software application.",1,,,,,,,
7,Front-End development is one of the critical software development which will decide the success of your project.,1,,,,,,,
7,“The purpose of front-end development is to make things that are easy to use and good to look at. - Rebecca Murphey,1,,,,,,,
7,"Programming Language Frameworks: Javascript, CSS, HTML",1,,,,,,,
7,"Responsive Web Development Methods for Achieving Responsiveness: Breakpoints, Flexible Images, Flexible Grids, Media Queries",0,,,,,,,
7,"Frontend Security: Attacks that can make your web page more risky: DoS (denial of service) attacks, Preventing cross-site request forgery (CSRF), Cross-site scripting (XSS) attacks",1,,,,,,,
7,"Back-End Development involves the logic, database, and other operations that are built behind the scenes to run the web servers efficiently.",1,,,,,,,
7,"It involves the creation and maintenance of server side logic that operates behind the scenes of web applications, APIs and other software systems.",1,,,,,,,
7,API (Application Programming Interface) full form is an Application Programming Interface that is a collection of communication protocols and subroutines used by various programs to communicate between them.,1,,,,,,,
7,It is code that enables two software programs to communicate.,0,,,,,,,
7,"An API facilitates the exchange of data, features and functionalities between software applications.",1,,,,,,,
7,The working of an API can be clearly explained with a few simple steps.,0,,,,,,,
7,An API acts as a communication medium between two programs or systems for functioning.,1,,,,,,,
7,"Steps followed in the working of APIs: The client initiates the requests via the APIs URI (Uniform Resource Identifier), The API makes a call to the server after receiving the request, Then the server sends the response back to the API with the information, Finally, the API transfers the data to the client",1,,,,,,,
7,"REST (Representational State Transfer) - Popular and widely used API architecture style. RESTful APIs uses Http request to post, create, put, update, get, read and delete.",1,,,,,,,
7,SOAP (Simple Object Access Control) - An older technology that uses XML as its messaging format. SOAP APIs are known for their reliability and security.,1,,,,,,,
7,GraphQL - This is a query language for API that was developed by Facebook. It enables the client to request exactly the data they need. GraphQL APIs are known for their flexibility and efficiency.,1,,,,,,,
7,gRPC - This is a high performance open source remote procedure call framework that is widely used for building APIs. gRPC enables developers to build efficient and scalable APIs using a wide range of programming languages.,1,,,,,,,
7,Web Sockets - This is a protocol for bidirectional real time communication between a client and the server.,1,,,,,,,
7,"Few easy steps in creating APIs: Plan your goal and the intended users, Design the API architecture, Develop (Implement the code) and Test API, Monitor its working and work on feedback",1,,,,,,,
7,"Restrictions of Using APIs: Three main types of policies governing APIs - Private, Partner, Public",1,,,,,,,
8,Programming paradigm is an approach to solve problem using some programming language or also we can say it is a method to solve a problem using tools and techniques that are available to us following some approach.,1,,,,,,,
8,Imperative Programming Paradigm is one of the oldest programming paradigms.,1,,,,,,,
8,It features close relation to machine architecture.,0,,,,,,,
8,It works by changing the program state through assignment statements.,1,,,,,,,
8,It performs step by step task by changing state.,0,,,,,,,
8,"Advantages of Imperative Programming Paradigm: Very simple to implement, contains loops, variables etc.",1,,,,,,,
8,"Disadvantages of Imperative Programming Paradigm: Complex problems cannot be solved, less efficient and less productive, parallel programming is not possible.",1,,,,,,,
8,"Three Broad Categories of Imperative Programming: Procedural Programming Paradigm, Object Oriented Programming, Parallel Processing Approach.",1,,,,,,,
8,Procedural Programming can also be referred to as imperative programming.,0,,,,,,,
8,Procedural Programming emphasizes procedure in terms of underlying machine model.,1,,,,,,,
8,Procedural Programming is excellent for general-purpose programming.,1,,,,,,,
8,The coded simplicity along with ease of implementation of compilers and interpreters.,0,,,,,,,
8,"A large variety of books and online course material available on tested algorithms, making it easier to learn.",0,,,,,,,
8,The source code is portable.,1,,,,,,,
8,"The code can be reused in different parts of the program, without the need to copy it.",1,,,,,,,
8,The program flow can be tracked easily as it has a top-down approach.,1,,,,,,,
8,Object Oriented Programming is written as a collection of classes and objects meant for communication.,1,,,,,,,
8,"In this framework, all real-world entities are represented by Classes.",1,,,,,,,
8,Objects are instances of classes so each object encapsulates a state and behavior.,1,,,,,,,
8,State implies the fields; attributes of the object and behavior is what you do with the state of the object and they are the methods.,1,,,,,,,
8,Objects interact with each other by passing messages.,1,,,,,,,
8,Features of Object Oriented Programming: Encapsulation - hide unnecessary details; Inheritance - derive a class from another; Data Abstraction - simplify representation; Polymorphism - ability to take multiple forms.,1,,,,,,,
8,"Advantages of Object Oriented Programming: Data Security, Inheritance, Code reusability, Flexibility and Abstraction.",1,,,,,,,
8,Parallel processing is the processing of program instructions by dividing them among multiple processors.,1,,,,,,,
8,A parallel processing system possesses many processors to run a program in less time by dividing them.,0,,,,,,,
8,Declarative programming is a style that expresses logic of computation without talking about control flow.,1,,,,,,,
8,"Declarative Programming Paradigm is Divided into: Logic, Functional, Database.",1,,,,,,,
8,"Logic Programming Paradigm solves logical problems like puzzles and series, emphasizing knowledge base and problem; execution is like proof of mathematical statement.",1,,,,,,,
8,Functional Programming Paradigm has roots in mathematics and is language independent; execution of series of mathematical functions is key principle.,1,,,,,,,
8,Database / Data Driven Programming Approach is based on data and its movement; program statements are defined by data rather than hard-coding steps.,1,,,,,,,
8,"A database program is the heart of a business information system and provides file creation, data entry, update, query and reporting functions.",1,,,,,,,
8,Programming Guidelines refer to best practices developers follow while writing code.,1,,,,,,,
8,"Guidelines ensure the code is efficient, maintainable and free of errors.",1,,,,,,,
8,Using Pseudo Codes: Pseudo Codes is an informal language that describes steps to solve a problem or to write a program.,1,,,,,,,
8,"Benefits of Using Pseudo Codes: Improves code readability, eases maintenance, facilitates team communication.",1,,,,,,,
8,Control Structures Guidelines are the set of rules programmers should follow to use control structures efficiently.,1,,,,,,,
8,"Documentation Guidelines include proper use of comments, clear naming conventions, meaningful function and variable names, proper use of white space.",1,,,,,,,
9,Group of animals with spines or backbones are called vertebrates animals.,1,,,,,,,
9,Reptiles are cold-blooded vertebrates that can also live in land and water but are more adapted to living to living on land than amphibians.,1,,,,,,,
9,Mammals are warm blooded animals that have mammary glands used to feed their young.,1,,,,,,,
9,Invertebrates form the greater part of animal species. They are animals without backbone.,1,,,,,,,
9,Amphibians are cold-blooded vertebrates that can breath through their skin and lungs.,1,,,,,,,
9,Birds are warm-blooded vertebates that have wings and covered with feathers.,1,,,,,,,
9,"Sponges or poriferans are pore-bearing, filter feeding animals.",0,,,,,,,
9,The largest group of arthropods are the insects.,0,,,,,,,
9,Mollusks are invertebrate animals.,0,,,,,,,
9,Ecosystem: All the living and non-living things that interact in an area.,1,,,,,,,
9,Food Chain: The flow of energy of one organism eating another organism.,1,,,,,,,
9,Habitat: The place where the organism lives and provides the things that the organism needs to survive.,1,,,,,,,
9,Decomposer organism that gets their energy by breaking down the waste and remains of dead organisms into smaller molecules.,1,,,,,,,
9,Consumer organisms that get their food and energy by eating other organisms.,1,,,,,,,
9,Producer organisms that produce their own food and energy.,1,,,,,,,
9,"Coneferous Forest are forest ecosystems are found in regions of the Earth that experience somewhat long and cold winters, with summer being much shorter.",1,,,,,,,
